stack_id,primary_role,stack_name,required_skills,preferred_skills,stack_popularity_score,stack_level,typical_experience_years,industry_sector
225,Software Engineer,PyTorch Deep Learning,CUDA|Python|PyTorch|NumPy,TensorBoard|Weights & Biases|Hugging Face,0.26,Advanced,7,Consulting
226,CTO,Azure Enterprise,Azure Functions|AKS|Azure DevOps|Cosmos DB,Application Insights|Logic Apps|Service Bus,0.98,Intermediate,11,Manufacturing
227,CTO,ML Engineering Stack,Scikit-learn|TensorFlow|Python|Pandas,MLflow|FastAPI|Docker,0.58,Advanced,4,Media
228,Analytics Engineer,GraphQL API,PostgreSQL|Node.js|GraphQL,Jest|Prisma|DataLoader,0.28,Advanced,4,IT
229,Security Engineer,Vue.js Ecosystem,TypeScript|Vite|Vue 3,Nuxt.js,0.83,Advanced,10,Manufacturing
230,ETL Developer,Frontend React Modern,Tailwind CSS|React|Vite,React Query|Zustand,0.55,Advanced,7,Government
231,Staff Engineer,Flask Microservices,Redis|SQLAlchemy|Python|Flask,Pytest|Docker,0.47,Intermediate,12,Healthcare
232,Angular Developer,React Native Mobile,Redux|Expo,Detox|Jest,0.48,Beginner,2,Gaming
233,NLP Engineer,Frontend React Modern,TypeScript|Tailwind CSS|React,React Query|Vitest|Zustand,0.86,Advanced,9,Logistics
234,Data Engineer,IoT Platform,MQTT|AWS IoT|Python,Docker|Node-RED|InfluxDB,0.75,Intermediate,10,Logistics
235,Senior Software Engineer,Vue.js Ecosystem,TypeScript|Vite|Vue 3,Vitest,0.51,Intermediate,3,E-commerce
236,Data Scientist,ETL Data Pipeline,PostgreSQL|Airflow|Apache Kafka,dbt|Great Expectations,0.49,Advanced,4,Automotive
237,Node.js Developer,WordPress CMS Stack,PHP|WordPress|MySQL|HTML/CSS,JavaScript,0.76,Beginner,12,Government
238,Vue.js Developer,Svelte Modern,Svelte|Tailwind CSS|TypeScript,Prisma,0.48,Beginner,7,Biotech
239,Node.js Developer,Embedded Systems,ARM|RTOS,MQTT|FreeRTOS|JTAG,0.81,Beginner,7,SaaS
240,Salesforce Developer,AWS Cloud Native,S3|API Gateway|AWS Lambda,CloudFormation|SNS,0.53,Beginner,12,Cybersecurity
241,Analytics Engineer,Go Microservices,PostgreSQL|gRPC|Docker|Go,Testify|Redis|Kubernetes,0.54,Beginner,0,Telecom
242,Build Engineer,ML Engineering Stack,TensorFlow|Scikit-learn|Python|Pandas,NumPy|Docker|MLflow,0.39,Advanced,6,IT
243,IoT Developer,ASP.NET Core Stack,SQL Server|C#|Entity Framework,Azure|xUnit,0.44,Beginner,0,Aerospace
244,IoT Developer,React Native Mobile,React Native|JavaScript,Detox|Firebase|Jest,0.23,Beginner,7,E-commerce
245,Game Developer,iOS Native,Xcode|Swift|UIKit,Combine|ARKit,0.11,Intermediate,2,Government
246,CTO,Android Native,Kotlin|Room|Jetpack Compose|Android Studio,Coroutines|Dagger/Hilt|Retrofit,0.46,Beginner,7,Finance
247,DevOps Engineer,iOS Native,Core Data|UIKit|Swift|Xcode,Combine|ARKit,0.39,Intermediate,6,Automotive
248,Platform Engineer,Unreal Engine Stack,Blueprints|Unreal Engine,Substance Painter,0.83,Advanced,2,Finance
249,Analytics Engineer,PyTorch Deep Learning,Python|PyTorch|NumPy,ONNX|Weights & Biases,0.83,Intermediate,1,Consulting
250,AI Engineer,DevOps Automation,Jenkins|Docker,Prometheus,0.81,Advanced,0,Cybersecurity
251,Staff Engineer,GraphQL API,PostgreSQL|Node.js|Apollo Server,Prisma|TypeScript,0.76,Beginner,4,Fintech
252,NLP Engineer,React Native Mobile,Expo|Redux|JavaScript|React Native,Firebase|Jest,0.95,Advanced,11,Cybersecurity
253,Embedded Systems Engineer,Flask Microservices,Python|Flask|Redis,Docker,0.51,Beginner,1,Consulting
254,Solutions Architect,GraphQL API,PostgreSQL|Node.js|Apollo Server,DataLoader|Prisma,0.2,Beginner,0,Government
255,NLP Engineer,MERN Stack,React|Node.js|Express.js|MongoDB,Mongoose,0.66,Intermediate,0,Logistics
256,Embedded Systems Engineer,Rust Systems,PostgreSQL|Tokio|Actix-web|Rust,Serde,0.94,Advanced,9,Logistics
257,Game Developer,Salesforce Platform,SOQL|Salesforce CLI|Lightning Web Components,Visualforce|Heroku|Flow Builder,0.49,Beginner,6,Fintech
258,SRE Engineer,Vue.js Ecosystem,Pinia|Vue 3|TypeScript|Vite,Cypress|Vitest,0.17,Advanced,3,Manufacturing
259,Rust Developer,ETL Data Pipeline,PostgreSQL|Python|Airflow,AWS Redshift,0.28,Intermediate,12,Telecom
260,Software Engineer,ETL Data Pipeline,Python|PostgreSQL|Airflow|Apache Kafka,Great Expectations|dbt,0.94,Intermediate,12,Healthcare
261,Java Developer,Rust Systems,PostgreSQL|Rust|Tokio,Cargo,0.4,Beginner,12,EdTech
262,Automation Engineer,Flutter Cross-Platform,Firebase|Dart|Flutter|REST APIs,BLoC Pattern,0.58,Beginner,2,Energy
263,Java Developer,Blockchain Development,Web3.js|Solidity,Chai|IPFS|OpenZeppelin,0.81,Intermediate,8,E-commerce
264,Performance Engineer,Flutter Cross-Platform,Flutter|Dart|REST APIs,BLoC Pattern,0.87,Intermediate,8,Logistics
265,Senior Software Engineer,Salesforce Platform,Apex|SOQL|Salesforce CLI|Lightning Web Components,Flow Builder|Heroku,0.35,Beginner,5,Finance
266,Data Analyst,WordPress CMS Stack,PHP|MySQL|HTML/CSS|WordPress,WooCommerce|ACF,0.57,Advanced,6,Energy
267,Data Engineer,Salesforce Platform,SOQL|Apex,Flow Builder,0.47,Intermediate,9,Aerospace
268,Security Engineer,Go Microservices,gRPC|PostgreSQL,Prometheus,0.92,Intermediate,6,Automotive
269,CTO,iOS Native,Swift|Xcode|UIKit|Core Data,Combine|SwiftUI,0.84,Intermediate,9,Retail
270,Frontend Developer,WordPress CMS Stack,MySQL|HTML/CSS|PHP,ACF,0.88,Beginner,0,Consulting
271,ETL Developer,NLP Pipeline,Hugging Face Transformers|NLTK,FastAPI|FAISS,0.42,Advanced,1,Cybersecurity
272,Security Engineer,Rust Systems,PostgreSQL|Actix-web|Rust,SQLx,0.98,Advanced,5,Finance
273,IoT Developer,GCP Data Platform,GCS|Cloud Functions,Dataflow|Composer|Vertex AI,0.14,Intermediate,2,Energy
274,Product Engineer,Frontend React Modern,TypeScript|React,Zustand,1.0,Intermediate,11,Logistics
275,Analytics Engineer,Embedded Systems,RTOS|C|ARM,FreeRTOS|JTAG,0.88,Intermediate,12,Media
276,React Developer,Embedded Systems,RTOS|ARM|C++,FreeRTOS,0.39,Advanced,3,Energy
277,Automation Engineer,Computer Vision Stack,Python|TensorFlow|YOLO,Albumentations|ONNX,0.86,Advanced,10,Manufacturing
278,SAP Consultant,IoT Platform,Raspberry Pi|AWS IoT|Python|MQTT,Docker,0.44,Intermediate,9,SaaS
279,Principal Engineer,Data Engineering Pipeline,AWS S3|Python|Apache Spark,Delta Lake|Kafka,0.47,Beginner,1,Fintech
280,Embedded Systems Engineer,Unreal Engine Stack,Unreal Engine|Visual Studio|C++,Houdini|Substance Painter|FMOD,0.67,Intermediate,8,Finance
281,ETL Developer,Android Native,Kotlin|Android Studio,Espresso|Coroutines,0.98,Intermediate,2,Energy
282,Staff Engineer,Azure Enterprise,Azure Functions|AKS|Cosmos DB,Logic Apps|Service Bus|Application Insights,0.8,Advanced,3,Automotive
283,Computer Vision Engineer,ASP.NET Core Stack,SQL Server|Entity Framework|C#|.NET Core,SignalR,0.95,Advanced,11,E-commerce
284,API Developer,ETL Data Pipeline,Airflow|Apache Kafka|Python,AWS Redshift|Docker,0.96,Intermediate,7,Manufacturing
285,Build Engineer,Flutter Cross-Platform,Flutter|REST APIs,BLoC Pattern|Provider|Integration Tests,0.31,Intermediate,3,Government
286,Product Engineer,WordPress CMS Stack,HTML/CSS|PHP,ACF,0.74,Advanced,12,Media
287,Senior Software Engineer,NLP Pipeline,Hugging Face Transformers|Python,FastAPI,0.63,Advanced,2,EdTech
288,CTO,DevOps Automation,Terraform|Kubernetes,ArgoCD|Ansible,0.51,Intermediate,7,Telecom
289,Data Engineer,Django Full Stack,Python|PostgreSQL,Redis|Django REST Framework|Docker,0.94,Intermediate,8,Aerospace
290,Staff Engineer,Cybersecurity Stack,Wireshark|Metasploit,OWASP ZAP|Kali Linux,0.62,Intermediate,11,Logistics
291,BI Analyst,Embedded Systems,RTOS|C|ARM|C++,GPIO|JTAG,0.72,Advanced,12,Logistics
292,WordPress Developer,Computer Vision Stack,TensorFlow|OpenCV|YOLO,ONNX,0.73,Advanced,3,Energy
293,Blockchain Developer,Data Engineering Pipeline,Airflow|Python|AWS S3|Apache Spark,dbt,0.47,Intermediate,11,Manufacturing
294,Performance Engineer,Salesforce Platform,Salesforce CLI|Lightning Web Components|SOQL,Heroku|MuleSoft|Flow Builder,0.99,Advanced,8,Cybersecurity
295,Java Developer,PyTorch Deep Learning,NumPy|CUDA|Python|PyTorch,ONNX|TensorBoard|Hugging Face,0.67,Advanced,2,Healthcare
296,BI Analyst,React Native Mobile,Redux|Expo|JavaScript|React Native,Jest,0.15,Advanced,4,Government
297,ETL Developer,PyTorch Deep Learning,NumPy|CUDA|PyTorch,TensorBoard,0.28,Advanced,6,Media
298,Rust Developer,Azure Enterprise,AKS|Azure DevOps|Cosmos DB|Azure Functions,Application Insights|Logic Apps|Azure AD,0.88,Beginner,0,Finance
299,Analytics Engineer,WordPress CMS Stack,PHP|HTML/CSS|MySQL|WordPress,Elementor|JavaScript|WooCommerce,0.47,Beginner,6,Fintech
300,QA Engineer,Frontend React Modern,Tailwind CSS|TypeScript,Vitest|Zustand,0.88,Beginner,9,Gaming
301,BI Analyst,Blockchain Development,Solidity|Web3.js,IPFS|Ganache|OpenZeppelin,0.95,Advanced,11,Manufacturing
302,React Developer,Data Engineering Pipeline,Apache Spark|Airflow|Python,dbt|Snowflake,0.63,Intermediate,6,Media
303,Data Scientist,Flutter Cross-Platform,Firebase|REST APIs|Flutter|Dart,BLoC Pattern|Provider,0.63,Beginner,11,Telecom
304,Game Developer,Flask Microservices,Flask|Redis,Kubernetes,0.31,Intermediate,7,Media
305,Rust Developer,Blockchain Development,Hardhat|Ethereum|Web3.js|Solidity,OpenZeppelin|Ganache,0.85,Intermediate,8,Manufacturing
306,Blockchain Developer,Frontend React Modern,TypeScript|Tailwind CSS,Zustand,0.74,Advanced,7,Biotech
307,Systems Programmer,Spring Boot Enterprise,Java|Spring Boot|PostgreSQL,Kafka,0.13,Intermediate,1,Energy
308,Solutions Architect,SAP Enterprise,SAP S/4HANA|SAP HANA,BTP|RAP,0.64,Intermediate,10,Automotive
309,Security Engineer,Unreal Engine Stack,C++|Unreal Engine,Houdini,0.79,Intermediate,6,Cybersecurity
310,Python Developer,IoT Platform,MQTT|Raspberry Pi|Python|AWS IoT,Grafana,0.28,Advanced,5,EdTech
311,Vue.js Developer,Svelte Modern,Tailwind CSS|TypeScript|SvelteKit,Vitest|Supabase,0.11,Advanced,12,Healthcare
312,Vue.js Developer,Django Full Stack,HTML/CSS|Python|PostgreSQL|Django,Docker|Celery,0.47,Advanced,1,Fintech
313,Analytics Engineer,GraphQL API,Apollo Server|PostgreSQL,TypeScript|DataLoader|Jest,0.94,Beginner,12,Energy
314,Staff Engineer,Rust Systems,PostgreSQL|Tokio,Docker|Serde,0.62,Beginner,9,Telecom
315,Data Analyst,Flask Microservices,SQLAlchemy|Flask|Redis|Python,Docker,0.45,Intermediate,2,E-commerce
316,Systems Programmer,Django Full Stack,Python|Django|PostgreSQL,Docker,0.52,Advanced,12,Finance
317,Node.js Developer,GCP Data Platform,BigQuery|GCS|Pub/Sub|Cloud Functions,Cloud Run,0.67,Advanced,10,Consulting
318,Shopify Developer,SAP Enterprise,Fiori|ABAP|SAP HANA,CDS Views|RAP|BTP,0.77,Intermediate,7,Government
319,Computer Vision Engineer,Unreal Engine Stack,C++|Unreal Engine|Blueprints|Visual Studio,Perforce|Houdini|FMOD,0.72,Advanced,6,Biotech
320,Mobile Developer,SAP Enterprise,Fiori|SAP HANA,CDS Views|BTP|OData,0.69,Advanced,3,SaaS
321,Solutions Architect,ASP.NET Core Stack,.NET Core|Entity Framework,SignalR|xUnit|Blazor,0.12,Beginner,3,Cybersecurity
322,ML Engineer,Business Intelligence,Python|SQL|Power BI|Excel,DAX|Looker,0.77,Beginner,8,Automotive
323,Technical Lead,Data Engineering Pipeline,Airflow|Python|Apache Spark|AWS S3,Snowflake,0.7,Intermediate,5,Logistics
324,React Developer,SAP Enterprise,SAP HANA|ABAP,RAP|CDS Views|OData,0.59,Advanced,7,IT
325,Build Engineer,Cybersecurity Stack,Python|Metasploit,OWASP ZAP,0.8,Advanced,2,Biotech
326,Data Engineer,NLP Pipeline,Hugging Face Transformers|Python,Pandas|FastAPI|FAISS,0.44,Beginner,5,Biotech
327,Automation Engineer,Go Microservices,Docker|Go|gRPC,Redis|Testify|Prometheus,0.47,Advanced,5,Telecom
328,Data Scientist,LAMP Stack,Apache|MySQL|Linux,Laravel,1.0,Intermediate,11,Finance
329,Python Developer,ETL Data Pipeline,Python|PostgreSQL|Apache Kafka|Airflow,Docker|Great Expectations,0.12,Advanced,5,Logistics
330,API Developer,React Native Mobile,React Native|JavaScript|Expo|Redux,Detox,0.64,Intermediate,4,Manufacturing
331,Platform Engineer,Cybersecurity Stack,Wireshark|Nmap,Splunk|OWASP ZAP|Burp Suite,0.81,Intermediate,6,Telecom
332,Node.js Developer,Computer Vision Stack,OpenCV|YOLO,ONNX|MediaPipe,0.62,Beginner,3,Manufacturing
333,Data Scientist,Shopify E-commerce,JavaScript|HTML/CSS,React|Node.js,0.65,Beginner,5,IT
334,Principal Engineer,Data Engineering Pipeline,AWS S3|Apache Spark,Snowflake,0.36,Intermediate,0,Telecom
335,Product Engineer,Android Native,Room|Kotlin,Coroutines|Dagger/Hilt,0.22,Intermediate,0,Biotech
336,Principal Engineer,Unreal Engine Stack,Visual Studio|C++|Blueprints|Unreal Engine,FMOD|Houdini,0.98,Intermediate,6,IT
337,Vue.js Developer,Shopify E-commerce,HTML/CSS|Shopify CLI|Liquid|JavaScript,Node.js|React,0.31,Intermediate,5,SaaS
338,SRE Engineer,QA Automation,Jenkins|TestNG|Python,Allure|Docker,0.51,Beginner,1,Biotech
339,Principal Engineer,Business Intelligence,Python|Power BI|Excel,Alteryx,0.86,Intermediate,2,Telecom
340,BI Analyst,Unreal Engine Stack,Visual Studio|Unreal Engine|Blueprints,Houdini|FMOD,0.24,Beginner,3,Retail
341,Build Engineer,AWS Cloud Native,S3|DynamoDB|API Gateway|AWS Lambda,CloudFormation,0.78,Advanced,7,Telecom
342,Mobile Developer,Svelte Modern,SvelteKit|Svelte|TypeScript,Prisma|Playwright|Supabase,0.39,Beginner,5,Aerospace
343,Full Stack Developer,Next.js Full Stack,Next.js|React|Prisma|TypeScript,NextAuth|tRPC,0.39,Advanced,1,Energy
344,Node.js Developer,NLP Pipeline,Hugging Face Transformers|Python|spaCy,FAISS|FastAPI,0.88,Beginner,2,SaaS
345,Software Engineer,QA Automation,Python|Selenium,Allure|Cypress,0.43,Beginner,11,Media
346,Vue.js Developer,QA Automation,Jenkins|TestNG|Selenium,Docker|Cypress|Allure,0.73,Advanced,6,IT
347,Java Developer,ETL Data Pipeline,Airflow|PostgreSQL|Apache Kafka,AWS Redshift|Docker|dbt,0.73,Intermediate,3,Government
348,Shopify Developer,Cybersecurity Stack,Python|Metasploit,Splunk|Burp Suite,0.68,Advanced,11,Consulting
349,Embedded Systems Engineer,Cybersecurity Stack,Nmap|Python|Wireshark,Splunk|Kali Linux|OWASP ZAP,0.98,Beginner,10,Aerospace
350,ETL Developer,AWS Cloud Native,AWS Lambda|DynamoDB|S3,CloudWatch|CloudFormation|SNS,0.17,Intermediate,9,Consulting
351,Security Engineer,Data Engineering Pipeline,Apache Spark|AWS S3|Airflow|Python,Delta Lake|Snowflake,0.45,Beginner,5,Biotech
352,CTO,GCP Data Platform,BigQuery|Pub/Sub|Cloud Functions|GCS,Dataflow|Cloud Run,0.5,Beginner,9,Logistics
353,Shopify Developer,Blockchain Development,Web3.js|Hardhat,IPFS|Chai,0.81,Advanced,7,Finance
354,SRE Engineer,IoT Platform,Raspberry Pi|Python|MQTT|AWS IoT,Grafana|Node-RED|Docker,0.28,Intermediate,5,Biotech
355,Full Stack Developer,Unreal Engine Stack,Visual Studio|Blueprints,Substance Painter,0.79,Advanced,11,IT
356,Computer Vision Engineer,Next.js Full Stack,React|Next.js,Vercel|tRPC,0.16,Beginner,8,E-commerce
357,Product Engineer,Frontend React Modern,TypeScript|Tailwind CSS|Vite,React Query,0.88,Advanced,5,Consulting
358,Product Engineer,Blockchain Development,Ethereum|Solidity|Hardhat|Web3.js,IPFS|Ganache,0.19,Beginner,0,Cybersecurity
359,Build Engineer,ML Engineering Stack,Python|Pandas|TensorFlow|Scikit-learn,NumPy,0.33,Advanced,3,Cybersecurity
360,Release Engineer,ETL Data Pipeline,Airflow|Apache Kafka,Great Expectations,0.46,Intermediate,10,Cybersecurity
361,Go Developer,LAMP Stack,PHP|Apache|MySQL,Composer|Symfony,0.32,Intermediate,4,E-commerce
362,Full Stack Developer,MERN Stack,Node.js|Express.js|MongoDB,Redux|TypeScript,0.26,Advanced,12,Logistics
363,Embedded Systems Engineer,QA Automation,Selenium|TestNG|Python|Jenkins,Docker|Cypress|Allure,0.54,Intermediate,12,Media
364,Go Developer,Unreal Engine Stack,Unreal Engine|C++|Blueprints|Visual Studio,Perforce|FMOD,0.36,Intermediate,0,Government
365,Technical Lead,GCP Data Platform,Cloud Functions|BigQuery|GCS|Pub/Sub,Dataflow,0.79,Beginner,1,Telecom
366,Engineering Manager,Svelte Modern,Tailwind CSS|SvelteKit|Svelte|TypeScript,Playwright|Prisma|Vitest,0.7,Intermediate,0,Finance
367,ML Engineer,LAMP Stack,MySQL|PHP|Apache,Symfony,0.66,Beginner,6,Energy
368,Embedded Systems Engineer,QA Automation,Selenium|Jenkins|Python|TestNG,Allure|Docker|Cypress,0.49,Intermediate,11,Retail
369,API Developer,LAMP Stack,Apache|MySQL|PHP|Linux,Symfony|PHPUnit|Composer,0.23,Beginner,4,Media
370,DevOps Engineer,Frontend React Modern,React|TypeScript|Vite|Tailwind CSS,Vitest,0.8,Intermediate,10,Fintech
371,QA Engineer,DevOps Automation,Jenkins|Kubernetes|Docker,Ansible|ArgoCD|Grafana,0.42,Advanced,11,Logistics
372,Frontend Developer,MEAN Stack,Node.js|Express.js|MongoDB,RxJS|TypeScript,0.72,Intermediate,1,Government
373,Database Administrator,Django Full Stack,HTML/CSS|Python|PostgreSQL|Django,Django REST Framework,0.97,Advanced,8,E-commerce
374,ETL Developer,NLP Pipeline,spaCy|Hugging Face Transformers,FastAPI|FAISS|SentenceTransformers,0.26,Beginner,5,Finance
375,SRE Engineer,ASP.NET Core Stack,SQL Server|.NET Core|Entity Framework,xUnit|Azure,0.5,Beginner,2,Media
376,Computer Vision Engineer,NLP Pipeline,Python|NLTK|spaCy,Pandas|FAISS,0.79,Beginner,12,Energy
377,Mobile Developer,Next.js Full Stack,TypeScript|React|Prisma,Tailwind CSS|NextAuth,0.67,Advanced,8,Biotech
378,Java Developer,Blockchain Development,Hardhat|Solidity,OpenZeppelin|IPFS|Ganache,0.55,Intermediate,0,Automotive
379,Embedded Systems Engineer,Data Engineering Pipeline,Python|Apache Spark|Airflow,Kafka|Delta Lake,0.13,Intermediate,4,E-commerce
380,Analytics Engineer,Svelte Modern,Tailwind CSS|SvelteKit,Playwright|Supabase,0.55,Advanced,2,Biotech
381,Staff Engineer,Go Microservices,PostgreSQL|Docker|gRPC|Go,Kubernetes,0.94,Intermediate,8,Finance
382,Engineering Manager,DevOps Automation,Jenkins|Kubernetes|Docker|Terraform,Prometheus|Grafana|Ansible,0.32,Intermediate,5,Fintech
383,Rust Developer,GCP Data Platform,GCS|Pub/Sub,Dataflow|Vertex AI,0.54,Advanced,10,E-commerce
384,React Developer,GCP Data Platform,Pub/Sub|Cloud Functions|BigQuery,Cloud Run,0.21,Intermediate,3,Aerospace
385,AI Engineer,iOS Native,Core Data|UIKit|Xcode,Combine,0.84,Intermediate,11,EdTech
386,Frontend Developer,Spring Boot Enterprise,PostgreSQL|Java,Docker|Kafka|Hibernate,0.62,Intermediate,4,EdTech
387,Database Administrator,Svelte Modern,Tailwind CSS|SvelteKit,Playwright,0.91,Advanced,10,Finance
388,DevOps Engineer,IoT Platform,MQTT|Raspberry Pi|Python,InfluxDB|Docker,0.24,Beginner,3,Aerospace
389,AI Engineer,LAMP Stack,Apache|MySQL|Linux|PHP,Laravel|Composer|PHPUnit,0.47,Beginner,7,Consulting
390,Technical Lead,Computer Vision Stack,YOLO|Python,ONNX|Albumentations,0.5,Intermediate,9,Telecom
391,Python Developer,IoT Platform,Python|Raspberry Pi|MQTT|AWS IoT,Docker|Grafana|InfluxDB,0.36,Advanced,2,Energy
392,BI Analyst,Azure Enterprise,Cosmos DB|Azure Functions|Azure DevOps,Application Insights|Service Bus,0.9,Beginner,11,Gaming
393,Data Analyst,Go Microservices,PostgreSQL|Docker|Go|gRPC,Testify,0.48,Intermediate,10,Retail
394,Data Scientist,PyTorch Deep Learning,Python|NumPy,TensorBoard,0.91,Advanced,12,SaaS
395,Full Stack Developer,ASP.NET Core Stack,Entity Framework|SQL Server|C#,SignalR|xUnit,0.92,Advanced,10,Logistics
396,Systems Programmer,NLP Pipeline,spaCy|Python,FastAPI|Pandas|SentenceTransformers,0.11,Intermediate,6,Automotive
397,Mobile Developer,Business Intelligence,Power BI|SQL,Tableau|Looker,0.88,Advanced,3,Retail
398,Principal Engineer,ETL Data Pipeline,PostgreSQL|Python|Airflow|Apache Kafka,Docker|AWS Redshift,0.61,Advanced,1,Media
399,ETL Developer,Embedded Systems,RTOS|C,FreeRTOS|JTAG,0.44,Intermediate,0,Retail
400,Security Engineer,Go Microservices,gRPC|PostgreSQL,Redis|Kubernetes,0.46,Beginner,6,Fintech
401,Data Engineer,iOS Native,Xcode|Core Data|Swift,ARKit,0.67,Advanced,11,EdTech
402,Mobile Developer,Cybersecurity Stack,Python|Nmap|Wireshark|Metasploit,OWASP ZAP|Burp Suite,0.58,Beginner,1,Telecom
403,Full Stack Developer,Unreal Engine Stack,Visual Studio|Blueprints|C++|Unreal Engine,Perforce,0.61,Advanced,7,Media
404,Solutions Architect,Data Engineering Pipeline,AWS S3|Apache Spark|Airflow,Delta Lake,0.6,Intermediate,8,Fintech
405,Performance Engineer,React Native Mobile,React Native|JavaScript|Expo,Firebase|TypeScript,0.72,Intermediate,1,Automotive
406,Embedded Systems Engineer,ML Engineering Stack,Python|Scikit-learn|Pandas|TensorFlow,MLflow,0.86,Advanced,10,Gaming
407,API Developer,Data Engineering Pipeline,Python|Apache Spark|AWS S3,Delta Lake|dbt|Snowflake,0.36,Intermediate,10,Government
408,Data Scientist,QA Automation,Python|Selenium|Jenkins|TestNG,Playwright|Allure,0.9,Beginner,2,Biotech
409,QA Engineer,PyTorch Deep Learning,PyTorch|CUDA,Hugging Face|TensorBoard,0.13,Intermediate,9,Consulting
410,Systems Programmer,WordPress CMS Stack,MySQL|WordPress|HTML/CSS|PHP,JavaScript,0.58,Intermediate,5,Biotech
411,Python Developer,AWS Cloud Native,AWS Lambda|S3|DynamoDB,SQS|SNS|CloudWatch,0.49,Intermediate,6,Biotech
412,Backend Developer,ETL Data Pipeline,Airflow|Apache Kafka,Docker|AWS Redshift,0.35,Intermediate,8,Consulting
413,Full Stack Developer,Business Intelligence,Python|SQL|Excel,Alteryx|Looker|Tableau,0.66,Beginner,11,SaaS
414,Shopify Developer,React Native Mobile,JavaScript|React Native|Redux,Jest,0.74,Beginner,4,SaaS
415,QA Engineer,PyTorch Deep Learning,Python|PyTorch,TensorBoard|ONNX|Hugging Face,0.12,Beginner,1,Aerospace
