phrase_id,weak_phrase,recommended_replacement,severity_score,category
545,Tasked with,Commissioned to,0.56,action_verb
546,Think outside the box,Solution architect,0.59,buzzword
547,Results-oriented,Generated concrete deliverables,0.34,buzzword
548,Actively participated,Led [specific component],0.35,redundant
549,Did,Achieved,0.77,action_verb
550,Think outside the box,Unconventional thinker,0.81,buzzword
551,Responsibilities included,Drove business results including,0.91,format
552,Results-oriented,Delivered measurable outcomes,0.71,buzzword
553,Involved in,Actively participated in,0.52,action_verb
554,Duties included,Drove results including,0.39,format
555,My duties were,Delivered,0.52,format
556,Objective: To obtain a position,[Write a targeted summary statement],0.87,filler
557,Responsibilities included,Drove business results including,0.37,format
558,Responsibilities included,Key contributions included,0.66,format
559,Helped with,Supported,0.52,action_verb
560,Managed multiple projects,Led 5 parallel workstreams across 3 departments,0.54,quantify
561,Managed a team,Directed a 20-person department,0.43,quantify
562,Handled,Coordinated,0.35,action_verb
563,Good communication skills,Presented quarterly results to board of directors,0.66,specificity
564,Was responsible for managing,Administered,0.33,passive
565,Results-oriented,Generated concrete deliverables,0.39,buzzword
566,Objective: To obtain a position,[Use a career highlights section],0.41,filler
567,Knowledge of programming,Mobile development with Swift and Kotlin,0.87,specificity
568,Tasked with,Designated to,0.33,action_verb
569,References available upon request,[Omit — implied],0.98,filler
570,Effectively communicated,Briefed [stakeholders],0.83,redundant
571,Saved money,Delivered $1M in cost savings,0.46,quantify
572,Detail-oriented,Meticulous in execution,0.98,buzzword
573,Saved money,Delivered $1M in cost savings,0.93,quantify
574,Took care of,Oversaw,0.77,action_verb
575,Was asked to lead,Directed,0.62,passive
576,Think outside the box,Solution architect,0.65,buzzword
577,Many projects,Multiple high-impact initiatives,0.87,vague
578,Large-scale project,Multi-year program with 50+ stakeholders,0.4,quantify
579,Self-starter,Proactive initiator,0.75,buzzword
580,Problem-solving skills,Identified root cause of $100K billing discrepancy,0.69,specificity
581,Did,Achieved,0.9,action_verb
582,Think outside the box,Innovative problem-solver,0.83,buzzword
583,Go-getter,Motivated performer,0.93,buzzword
584,Involved in,Engaged in,0.36,action_verb
585,Assisted the team,Enabled the product team to ship,0.87,action_verb
586,Networking,Established vendor relationships saving $200K/year,0.95,specificity
587,Many projects,12+ cross-functional projects,0.58,vague
588,References available upon request,[Omit — implied],0.57,filler
589,Assisted with,Facilitated,0.46,action_verb
590,Leverage,Utilized,0.89,buzzword
591,Duties included,Led initiatives such as,0.85,format
592,Handled,Managed,0.5,action_verb
593,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.79,specificity
594,Handled,Administered,0.61,action_verb
595,Responsible for,Managed,0.31,action_verb
596,Team player,Cross-functional contributor,0.68,buzzword
597,Very experienced,Seasoned professional in,0.67,quantify
598,Made,Developed,0.47,action_verb
599,Made,Created,0.47,action_verb
600,Actively participated,Executed [specific task],0.62,redundant
601,Made,Constructed,0.72,action_verb
602,Helped with,Assisted in delivering,0.7,action_verb
603,My duties were,Contributed,0.5,format
604,Responsible for,Led,0.55,action_verb
605,Was asked to lead,Directed,0.43,passive
606,Responsibilities included,Achievements included,0.67,format
607,References available upon request,[Remove entirely],0.97,filler
608,Was responsible for managing,Administered,0.85,passive
609,Some experience with,Practical exposure to,0.31,vague
610,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.33,specificity
611,Objective: To obtain a position,[Write a targeted summary statement],0.48,filler
612,Helped with,Supported,0.85,action_verb
613,Passionate about,Specialized in,0.81,buzzword
614,Actively participated,Contributed [specific deliverable],0.84,redundant
615,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.39,quantify
616,Passionate about,Committed to excellence in,0.54,buzzword
617,Duties included,Core deliverables included,0.88,format
618,Job description,Professional contribution,0.99,format
619,Good at,Expert in,0.87,vague
620,Was in charge of,Supervised,0.33,action_verb
621,Took care of,Maintained,0.85,action_verb
622,Networking,Built partnerships with 25+ enterprise clients,0.52,specificity
623,Synergy,Coordinated effort,0.58,buzzword
624,Proficient in Microsoft Office,SharePoint administration and workflow design,0.63,specificity
625,Worked on,Engineered,0.5,action_verb
626,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.91,specificity
627,Results-oriented,Produced tangible impact,0.39,buzzword
628,References available upon request,[Delete this line],0.92,filler
629,Improved efficiency,Cut operational costs by 25%,0.93,quantify
630,Objective: To obtain a position,[Write a targeted summary statement],0.98,filler
631,Familiar with,Applied understanding of,0.56,vague
632,Large-scale project,Multi-year program with 50+ stakeholders,0.49,quantify
633,Assisted with,Contributed to,0.36,action_verb
634,Successfully managed,Directed [add scope],0.68,redundant
635,Leverage,Utilized,0.36,buzzword
636,Responsibilities included,Delivered value through,0.51,format
637,Successfully managed,Supervised [add budget],0.42,redundant
638,Different things,Various technical domains including,0.61,vague
639,Very experienced,10+ years of deep experience in,0.73,quantify
640,Etc.,[Name actual examples],0.75,vague
641,Saved money,Saved $200K annually through process optimization,0.35,quantify
642,Actively participated,Delivered [specific output],0.55,redundant
643,Large-scale project,$5M digital transformation initiative,0.97,quantify
644,Involved in,Instrumental in,0.77,action_verb
645,Different things,Diverse deliverables including,0.39,vague
646,Detail-oriented,Meticulous in execution,0.55,buzzword
647,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.32,quantify
648,Involved in,Engaged in,0.96,action_verb
649,References available upon request,[Delete this line],0.83,filler
650,Was asked to lead,Spearheaded,0.67,passive
651,Various tasks,Targeted projects including,0.75,vague
652,Detail-oriented,Precision-focused analyst,0.32,buzzword
653,Dealt with,Managed,0.66,action_verb
654,Assisted the team,Aided the operations team in deploying,0.38,action_verb
655,Managed a team,Supervised 15 direct reports,0.79,quantify
656,Team player,Cooperative strategist,0.5,buzzword
657,Assisted the team,Contributed to the QA team's testing of,0.44,action_verb
658,Handled,Managed,0.62,action_verb
659,Basic understanding of,Practical awareness of,1.0,vague
660,Large-scale project,Organization-wide migration serving 500+ employees,0.77,quantify
661,My duties were,Delivered,0.68,format
662,Think outside the box,Unconventional thinker,0.9,buzzword
663,My duties were,Contributed,0.86,format
664,Some experience with,Emerging skills in,0.38,vague
665,Took care of,Managed,0.47,action_verb
666,Familiar with,Working knowledge of,0.55,vague
667,Was asked to lead,Headed,0.63,passive
668,Was tasked with developing,Engineered,0.73,passive
669,Assisted with,Supported,0.52,action_verb
670,My duties were,Produced,0.67,format
671,Managed a team,Directed a 20-person department,0.88,quantify
672,Was in charge of,Directed,0.98,action_verb
673,Duties included,Key achievements included,0.61,format
674,Job description,Career highlight,0.54,format
675,Networking,Grew referral pipeline generating 40% of new business,0.75,specificity
676,Dealt with,Addressed,0.6,action_verb
677,Assisted the team,Supported the engineering team in delivering,0.88,action_verb
678,Utilized,Leveraged,0.51,passive
679,Tasked with,Commissioned to,0.95,action_verb
680,Hard worker,Dedicated achiever,0.96,buzzword
681,Utilized,Deployed,0.89,passive
682,Self-starter,Autonomous contributor,0.74,buzzword
683,Was tasked with developing,Architected,0.39,passive
684,Synergy,Coordinated effort,0.67,buzzword
685,Some experience with,Emerging skills in,0.71,vague
686,Was given the opportunity to,Selected to,0.42,passive
687,Effectively communicated,Articulated [topic] to [audience],0.54,redundant
688,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.33,specificity
689,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.36,specificity
690,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.49,quantify
691,Team player,Cooperative strategist,0.59,buzzword
692,Actively participated,Contributed [specific deliverable],0.65,redundant
693,Actively participated,Executed [specific task],0.5,redundant
694,Synergy,Integrated teamwork,0.47,buzzword
695,Large-scale project,Platform redesign handling 1M+ transactions,0.51,quantify
696,Was in charge of,Managed,0.41,action_verb
697,Many projects,Numerous client-facing engagements,0.63,vague
698,Results-oriented,Generated concrete deliverables,0.4,buzzword
699,Problem-solving skills,Identified root cause of $100K billing discrepancy,0.81,specificity
700,Problem-solving skills,Identified root cause of $100K billing discrepancy,0.98,specificity
701,Handled,Oversaw,0.66,action_verb
702,Did,Accomplished,0.47,action_verb
703,Made,Developed,0.61,action_verb
704,Involved in,Contributed to,0.34,action_verb
705,Managed multiple projects,Oversaw portfolio of 10 initiatives spanning 4 teams,0.9,quantify
706,Many projects,Multiple high-impact initiatives,0.97,vague
707,Basic understanding of,Introductory experience with,0.87,vague
708,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.8,specificity
709,Took care of,Managed,0.65,action_verb
710,Some experience with,Developing expertise in,0.65,vague
711,Synergy,Integrated teamwork,0.32,buzzword
712,Managed multiple projects,Oversaw portfolio of 10 initiatives spanning 4 teams,0.65,quantify
713,Detail-oriented,Quality-driven professional,0.71,buzzword
714,Participated in,Led,0.5,action_verb
715,Successfully managed,Supervised [add budget],0.5,redundant
716,Responsible for,Managed,0.6,action_verb
717,Networking,Established vendor relationships saving $200K/year,0.81,specificity
718,Increased sales,Boosted conversion rate by 18%,0.56,quantify
719,Various tasks,Specific deliverables including,0.7,vague
720,Took care of,Oversaw,0.69,action_verb
721,Was in charge of,Supervised,0.65,action_verb
722,Increased sales,Generated $1.2M in new business,0.5,quantify
723,Effectively communicated,Articulated [topic] to [audience],0.38,redundant
724,Did,Delivered,0.56,action_verb
725,Results-oriented,Generated concrete deliverables,0.96,buzzword
726,Increased sales,Grew revenue 35% year-over-year,0.44,quantify
727,Some experience with,Developing expertise in,0.65,vague
728,Worked on,Developed,0.4,action_verb
729,Results-oriented,Drove outcome-focused initiatives,0.66,buzzword
730,Involved in,Instrumental in,0.93,action_verb
731,Handled,Oversaw,0.95,action_verb
732,Leverage,Applied,0.58,buzzword
733,Effectively communicated,Briefed [stakeholders],0.72,redundant
734,Some experience with,Practical exposure to,0.67,vague
735,My duties were,Generated,0.51,format
736,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.56,specificity
737,Job description,Achievement summary,0.99,format
738,Was given the opportunity to,Chosen to,0.86,passive
739,Very experienced,Senior-level expertise in,0.72,quantify
740,Self-starter,Initiative-driven leader,0.7,buzzword
741,Very experienced,Senior-level expertise in,0.71,quantify
742,Tasked with,Appointed to,0.74,action_verb
743,Effectively communicated,Reported to [leadership],0.4,redundant
744,Job description,Impact statement,0.32,format
745,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.43,quantify
746,Different things,Various technical domains including,0.59,vague
747,Many projects,Multiple high-impact initiatives,0.59,vague
748,Managed a team,Oversaw a team of 10 specialists,0.94,quantify
749,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.79,specificity
750,Utilized,Leveraged,0.69,passive
751,Responsibilities included,Key contributions included,0.67,format
752,Leverage,Applied,0.62,buzzword
753,Was responsible for managing,Oversaw,0.68,passive
754,Job description,Value delivered,0.73,format
755,Took care of,Managed,0.5,action_verb
756,Synergy,Cross-functional alignment,0.96,buzzword
